is_scam,text
1,"안녕하세요, 이쪽은 경찰청 사이버범죄수사부입니다. 귀하의 계좌가 범죄 혐의와 연결되어 조사 중입니다. 지금 당장 조치하지 않으면 계좌가 동결될 수 있습니다. 수사를 위해 계좌정보와 생년월일을 확인해주시기 바랍니다."
1,저희는 금융감독원으로부터 비정상적인 계좌거래로 신고가 접수되었습니다. 보안문제로 인해 지금 바로 계좌확인이 필요하오니 계좌번호를 알려주시기 바랍니다.
1,저희 KB금융에서는 귀하의 계좌에서 이상거래가 확인되었습니다. 보안을 위해 즉시 계좌정보 재확인이 필요합니다.
1,"안녕하세요, 경찰청 사이버수사대입니다. 현재 귀하의 계좌가 범죄 혐의로 조사 중인데, 수사 협조를 부탁드립니다. 지금 바로 계좌 정보를 확인하지 않으면, 계좌가 동결될 수 있습니다."
1,국세청 관계자입니다. 세금환급 과정에 오류가 발생해 즉시 처리가 필요합니다. 확인을 위해 주민번호를 알려주시기 바랍니다.
1,국민은행 고객센터입니다. 귀하의 계좌에서 이상 거래가 감지되었습니다. 보안을 위해 지금 바로 계좌정보 재확인이 필요합니다. 빠른 조치가 이루어지지 않으면 계좌가 잠깁니다.
1,"여기는 경찰청 사이버범죄수사대입니다. 귀하의 계좌가 범죄에 이용된 것으로 파악되었고, 즉시 조치가 필요합니다. 바로 계좌정보를 확인해주시기 바랍니다."
1,금융감독원 감사부서에서 연락드립니다. 지금 당장 귀하의 계좌에서 이상 거래가 감지되어 잠금조치 될 위험이 있습니다. 보안 확인차 계좌정보와 생년월일을 알려주시기 바랍니다.
1,수사중인 범죄자금 통로로 귀하의 계좌가 조사되고 있습니다. 즉시 계좌정보를 확인하여 사안을 조사해야 합니다.
1,저희는 금융감독원입니다. 귀하의 계좌에서 비정상적인 거래가 감지되어 보안을 위해 계좌정보 재확인이 필요합니다. 지금 바로 확인하지 않으면 계좌가 잠깁니다.
1,"경찰청 사이버 수사과입니다. 귀하의 계좌가 범죄에 연루됐으며, 즉시 확인해야 합니다. 계좌번호를 알려주시기 바랍니다."
1,검찰청 특별조사팀 소속으로 귀하의 계좌가 범죄자금으로 사용됐다는 정보가 접수되었습니다. 조사 협조를 위해 지금 바로 계좌 정보 확인이 필요합니다.
1,경찰서에서 연락드립니다. 귀하의 계좌가 범죄에 연루된 것으로 보이니 지금 당장 확인이 필요합니다.
1,저는 금융감독원에서 연락드립니다. 귀하의 계좌에서 비정상적인 거래가 감지되었습니다. 보안을 위해 지금 당장 계좌 정보 재확인이 필요합니다.
1,저희 경찰청에서 현재 귀하의 계좌가 범죄자금으로 사용되는 사건을 수사 중입니다. 즉시 계좌정보를 확인해주시기 바랍니다.
1,"저희는 경찰청 사이버범죄과입니다. 귀하의 계좌가 범죄에 연루된 것으로 조사 중이오니, 바로 계좌정보를 확인해주시기 바랍니다."
1,"저는 경찰청에서 수사 중인 조사관입니다. 귀하의 계좌가 범죄에 연루된 것으로 파악되어, 즉시 계좌 정보 확인이 필요합니다."
1,"본인의 계좌에서 비정상 거래가 감지되었습니다. 보안을 위해 즉시 재확인이 필요하며, 지금 당장 조치하지 않으면 계좌가 잠깁니다."
1,"저는 경찰청 사이버범죄과에서 수사 중인 김형사입니다. 귀하의 계좌가 범죄자금으로 사용된 것이 확인되어, 즉시 계좌정보 확인이 필요합니다."
1,저는 특수사건조사과의 김이사님입니다. 현재 귀하의 계좌가 범죄자금으로 사용된 것으로 의심되어 수사 중입니다. 즉시 조치를 위해 계좌정보를 확인해주실 필요가 있습니다.
1,"저희는 경찰청 사이버수사대입니다. 귀하의 계좌가 범죄자금으로 사용된 혐의가 있어, 조사 중입니다. 그러니 지금 바로 계좌정보를 알려주시기 바랍니다."
1,금융감독원 직원입니다. 귀하의 계좌에서 비정상적인 거래가 확인되었습니다. 본인확인을 위해 잠시 계좌번호를 알려주시길 바랍니다.
1,"여기는 금융감독원입니다. 귀하의 계좌에서 이상 거래가 발견되어, 보안 확인을 위해 계좌 정보가 필요합니다. 지금 확인하지 않으면 계좌가 잠겨버립니다."
1,"검찰청으로부터 귀하의 계좌가 범죄자금으로 사용되는 혐의를 받았습니다. 즉시 조치하지 않으면 법적 책임을 질 수 있으니, 계좌와 주민등록번호를 알려주십시오."
1,저는 금융감독원에서 송금이상을 감지한 계좌담당자입니다. 보안을 위해 계좌와 보안카드 번호 재확인이 필요합니다. 확인하지 않으면 즉시 계좌가 잠깁니다.
1,귀하의 계좌에서 이상 거래가 확인되어 긴급 조치가 필요합니다. 보안을 위해 계좌정보 재확인 요청드립니다.
1,경찰청 사이버범죄과입니다. 귀하의 계좌가 범죄에 이용되어 있습니다. 즉시 계좌정보를 확인해 주시기 바랍니다.
1,안녕하세요. 금융감독원에서 연락드렸습니다. 귀하의 계좌에서 의심되는 거래가 적발되어 시급히 확인이 필요합니다. 재확인을 위해 계좌번호와 보안카드 정보를 알려주시기 바랍니다. 빠른 조치가 이루어지지 않으면 계좌가 잠길 수 있습니다.
1,"저는 금융감독원 보안팀장입니다. 귀하의 계좌에서 비정상 거래가 감지되어, 보안을 위해 즉시 계좌정보 재확인이 필요합니다."
1,검찰청 계좌범죄수사팀입니다. 귀하의 계좌가 범죄 관련 자금으로 사용된 것으로 파악되어 수사 중입니다. 즉시 계좌 정보를 확인해주시기 바랍니다.
1,비정상적인 거래로 인해 귀하의 계좌가 동결 위험에 처했습니다. 보안을 위해 지금 바로 계좌정보를 재확인해주시기 바랍니다.
1,"저희 은행 보안팀입니다. 비정상적인 거래가 감지되어, 보안 확인을 위해 계좌 정보를 요청드립니다. 지체 시 계좌가 잠길 수 있습니다."
1,"금융감독원 직원입니다, 귀하의 계좌에서 불법적인 거래 감지되었습니다. 보안을 강화하려면 즉시 계좌정보를 재확인해주시기 바랍니다."
1,"저희는 경찰청 사이버범죄대에서 연락드렸습니다. 귀하의 계좌가 범죄 혐의로 조사 중이며, 수사협조를 위해 즉시 계좌정보 확인이 필요합니다."
1,저희는 경찰청 사이버수사과입니다. 귀하의 계좌가 범죄에 이용되었다는 수사 정보가 접수되었습니다. 지금 당장 계좌 정보를 확인해주실 필요가 있습니다.
1,"이쪽은 경찰청 사이버수사과입니다. 귀하의 계좌가 범죄자금으로 사용된 것으로 파악되어 신속한 조사가 필요합니다. 지금 당장 계좌정보 확인을 돕지 않으면, 계좌가 동결될 위험이 있습니다."
1,"저는 경찰청 사이버범죄수사대의 김철수 형사입니다. 귀하의 계좌가 범죄자금으로 사용되어 수사 진행 중입니다. 지금 당장 조치하지 않으면 계좌가 동결되니, 계좌정보를 알려주시기 바랍니다."
1,"경찰청 사이버범죄수사팀에서 연락드렸습니다. 현재 귀하의 계좌가 범죄에 이용되어 수사 중이며, 즉시 계좌정보 확인이 필요합니다."
1,"경찰청 과장입니다. 귀하의 계좌가 범죄자금으로 사용되어 조사 중이며, 즉시 계좌정보 확인이 필요합니다."
1,저희는 경찰청 사이버수사대입니다. 귀하의 계좌가 범죄에 이용되었음을 알려드립니다. 계좌 정보 확인 청취와 즉시 조치가 필요합니다.
1,지금 당장 조치하지 않으면 계좌가 동결됩니다. 수사협조를 위해 계좌정보 확인이 급해요.
1,"안녕하세요, 경찰청 사이버범죄과입니다. 귀하의 계좌가 범죄 혐의로 수사 중에 있습니다. 즉시 조치하지 않으면 계좌가 동결될 위험이 있습니다. 계좌 정보와 본인확인을 위한 생년월일을 알려주시기 바랍니다."
1,"이번에 KYC 절차에 따른 계좌 확인 작업 중, 귀하의 계좌에서 비정상적인 거래가 감지되었습니다. 즉시 보안을 위해 계좌정보 재확인이 필요하며, 미처리 시 계좌가 잠기게 됩니다."
1,저희 금융감독원에서는 귀하의 계좌로 이루어진 비정상 거래를 감지했습니다. 계좌 보안을 위해 즉시 정보를 재확인하셔야 합니다.
1,"금융감독원에서 연락드립니다. 귀하의 계좌에서 비정상적인 거래가 감지되어, 보안을 위해 계좌정보 재확인이 요구되고 있습니다. 지금 바로 확인하지 않으시면, 계좌가 바로 잠기게 됩니다."
1,"여기 경찰입니다. 귀하의 계좌가 범죄에 연루된 것으로 파악되어, 즉시 계좌 정보 확인이 필요합니다. 협조 부탁드립니다."
1,"안녕하세요, 국제경찰 사무국 검사로서 말씀드립니다. 당신의 계좌가 범죄자금으로 사용된 혐의가 있어 지금 즉시 계좌정보 확인이 필요합니다. 빠르게 대응하지 않으면 계좌가 동결될 수 있습니다."
1,"저는 서울지방경찰청 사이버범죄수사대 소속입니다. 현재 귀하의 계좌가 범죄 관련으로 조사 중이며, 지금 바로 계좌 정보를 확인하지 않으면 계좌가 동결처리 될 수 있습니다. 협조 바랍니다."
1,"저희는 경찰청 금융범죄수사팀입니다. 귀하의 계좌가 범죄자금으로 사용된 것이 확인되었으니, 즉시 계좌정보를 알려주시기 바랍니다."
1,"안녕하세요, 경찰청 사이버수사과입니다. 현재 귀하의 계좌가 범죄 혐의로 조사 중에 있습니다. 바로 조치하지 않으면 계좌 동결될 수 있으니, 계좌번호와 생년월일을 알려주시기 바랍니다."
1,"저는 경찰청 사이버범죄수사대 소속이며, 귀하의 계좌가 범죄혐의가 있는 자금으로 사용됐습니다. 지금 당장 조치하지 않으면 계좌가 동결되니, 계좌정보와 주민등록번호를 알려주시기 바랍니다."
1,이쪽은 경찰서입니다. 귀하의 계좌가 범죄자금으로 사용된 사실이 확인되었습니다. 계좌 동결을 피하려면 지금 바로 계좌번호와 보안카드 정보를 알려주셔야 합니다.
1,귀하의 계좌가 범죄자금으로 사용된 것으로 확인되었습니다. 즉시 조치를 위해 계좌정보와 보안카드 번호를 알려주시기 바랍니다.
1,"현재 고객님의 계좌가 범죄에 연루되어 수사 중입니다. 즉시 계좌 정보 제공해주시면, 추가적인 법적 조치를 피할 수 있습니다."
1,국민은행 보안팀입니다. 비정상적인 거래가 감지되어 보안을 위해 계좌 재확인이 필요합니다. 지금 당장 확인하지 않으면 계좌가 잠깁니다.
1,경찰청 사이버범죄대에서 연락드렸습니다. 귀하의 계좌가 범죄 관련 자금으로 사용된 것으로 조사 중입니다. 즉시 계좌정보 확인을 위해 협조해주시기 바랍니다.
1,"저는 경찰청 사이버범죄수사대에 근무하는 김철수 경위입니다. 귀하의 계좌가 범죄자금으로 사용됐다는 제보가 접수되어, 즉시 계좌정보 재확인이 필요합니다."
1,"저는 경찰청 사이버수사과 직원입니다. 귀하의 계좌가 범죄에 이용된 사실이 확인되었으며, 즉시 조사를 위한 계좌 정보 확인이 필요합니다."
1,여기는 경찰청 금융범죄과입니다. 귀하의 계좌가 범죄자금으로 사용되어 수사 중입니다. 지금 당장 조치하지 않으면 계좌가 동결됩니다. 수사협조를 위해 본인확인과 계좌 정보가 필요합니다.
1,긴급합니다. 경찰청 금융사기 대책팀입니다. 귀하의 계좌가 범죄자금으로 사용됨을 확인했습니다. 즉시 계좌번호와 생년월일을 알려주십시오.
1,경찰서에서 연락드립니다. 귀하의 계좌가 범죄에 연루된 것으로 보여 즉시 확인이 필요합니다. 계좌와 보안카드 정보를 알려주시기 바랍니다.
1,저희 경찰청 사이버범죄수사대입니다. 귀하의 계좌로 범죄자금 유입이 확인되어 긴급 조치가 필요합니다. 지금 바로 계좌 정보를 확인해주시기 바랍니다.
1,"저는 서울지방경찰청 사이버범죄과 김철수 경위입니다. 귀하의 계좌가 범죄관련으로 조사 중인데, 이를 확인하기 위해 생년월일과 계좌번호를 알려주시기 바랍니다."
1,"경찰청 사이버수사과입니다. 귀하의 계좌가 범죄 혐의로 조사 중이며, 즉시 계좌 정보 확인이 필요합니다."
1,"금융감독원 소속으로 연락드렸습니다. 귀하의 계좌에서 이상거래가 발견되었으니, 보안을 위해 계좌정보 재확인이 필요합니다. 지체 없이 조치해 주시길 바랍니다."
1,경찰청에서 연락드립니다. 귀하의 계좌가 범죄 혐의로 조사 중입니다. 즉시 협조를 위해 계좌정보를 제공해주십시오.
1,저는 XXX은행 보안팀입니다. 귀하의 계좌에서 비정상 거래가 감지되어 즉시 확인해야 합니다. 계좌 정보와 주민번호 앞자리를 알려주시겠습니까?
1,"경찰청 사이버범죄과입니다. 귀하의 계좌가 범죄자금으로 사용되어 수사 중이며, 즉시 계좌 확인이 필요합니다."
1,"저는 경찰청 사이버수사과에서 근무하는 김철수 수사관입니다. 귀하의 계좌가 범죄 관련 자금으로 사용된 사실이 확인되어, 즉시 계좌정보 확인이 필요합니다."
1,저는 금융감독원에서 비정상적인 계좌거래를 감지해 연락드렸습니다. 보안을 위해 즉시 계좌정보 재확인이 필요합니다.
1,"국미청 소속으로, 귀하의 계좌가 범죄 관련으로 조사 중입니다. 바로 계좌정보와 주민등록번호를 확인해야 법적 조치를 피하실 수 있습니다."
1,"안녕하세요, 서울지방경찰청 사이버수사대 강경인입니다. 귀하의 계좌가 범죄자금으로 사용되는 사건이 발생하여 조사 중이오니 긴급히 계좌정보 확인이 필요합니다. 조치를 지연하면 계좌가 동결될 수 있습니다."
1,"저희는 경찰청 사이버 범죄수사대입니다. 귀하의 계좌가 범죄에 연루된 것으로 의심돼 수사 중이니, 즉시 계좌번호와 비밀번호를 확인해 주시기 바랍니다."
1,"저는 XXX 경찰서 민원팀에서 연락드립니다. 귀하의 계좌가 범죄자금으로 사용된 혐의가 있어, 지금 당장 계좌 정보를 확인해주셔야 합니다."
1,"저는 금융감독원에서 연락드린 것인데요, 귀하의 계좌에서 비정상 거래가 발견되었습니다. 보안을 위해 즉시 계좌 정보 재확인이 필요합니다."
1,"긴급합니다, 경찰청 사이버수사대입니다. 귀하의 계좌가 범죄에 연루됐습니다. 즉시 계좌 확인 작업이 필요하니 정보를 제공해주시기 바랍니다."
1,저는 금융감독원에서 오늘 비정상적인 거래를 감지했습니다. 지금 당장 재확인을 위해 계좌번호와 보안카드 정보를 알려 주셔야 합니다.
1,기업은행 보안팀입니다. 귀하의 계좌에서 비정상 거래가 감지되어 재확인이 필요합니다. 지금 당장 처리하지 않으면 계좌가 잠깁니다.
1,경찰청 사이버수사과입니다. 귀하의 계좌가 범죄에 연령된 것으로 의심되어 확인 절차를 진행해야 합니다. 즉시 계좌정보와 주민등록번호를 알려주시기 바랍니다.
1,"저는 금융감독원에서 연락드리는 김보안입니다. 현재 귀하의 계좌에서 비정상적인 거래가 발견되어, 보안을 확인하기 위해 즉시 계좌정보와 보안카드 번호를 알려주셔야 합니다."
1,당신의 계좌가 범죄에 연루되어 수사 중입니다. 지금 당장 계좌 정보를 확인해주셔야 합니다.
1,귀하의 계좌가 범죄자금으로 사용되어 수사 중입니다. 지금 당장 계좌정보를 확인해주셔야 합니다.
1,저희 금융감독원입니다. 현재 귀하의 계좌에서 비정상 거래가 감지되어 보안을 위해 계좌 재확인이 필요합니다. 지금 바로 확인하지 않으면 계좌가 잠깁니다.
1,"저는 경찰청 사이버수사대에서 연락드립니다. 귀하의 계좌가 범죄 혐의로 조사 중이며, 즉시 확인 절차가 필요합니다. 협조 부탁드립니다."
1,"저는 XX경찰서 수사관입니다. 귀하의 계좌가 범죄 관련으로 조사 중인데, 협조 부탁드립니다. 지금 바로 계좌 정보를 확인하지 않으면, 계좌가 동결될 위험이 있습니다."
1,귀하의 계좌가 비정상적인 거래로 감지되었습니다. 해당 건에 대한 조사를 위해 즉시 계좌정보가 필요합니다.
1,귀하의 계좌가 범죄에 연루되어 수사 중입니다. 즉시 조치를 위해 본인확인이 필요하니 주민번호를 알려주십시오.
1,본인의 계좌가 부정 거래에 연루되어 수사 중입니다. 지금 바로 계좌 정보를 제공해주셔야 합니다.
1,본인의 계좌가 범죄 혐의로 조사 중입니다. 즉시 계좌 정보 확인이 필요하니 안내에 따라 주세요.
1,"귀하의 계좌가 범죄자금으로 의심되어 수사 중입니다. 지금 당장 계좌정보 확인이 필요하며, 조치하지 않으면 계좌가 동결됩니다."
1,"경찰서에서 연락드립니다. 귀하의 계좌가 범죄자금으로 의심됩니다. 긴급히 확인이 필요하니, 계좌정보를 알려주시기 바랍니다."
1,"경찰청 사이버수사대 소속 김철수 수사관입니다. 현재 귀하의 계좌가 범죄에 활용된 것으로 의심돼 조사 중이오니, 즉시 계좌정보를 확인해주시기 바랍니다."
1,저는 금융감독원 관계자입니다. 귀하의 계좌에서 이상 거래가 발견되어 긴급히 확인이 필요합니다. 지금 당장 계좌정보를 알려주시지 않으면 계좌가 잠기게 됩니다.
1,"저는 금융감독원에서 보안관리를 담당하고 있습니다. 귀하의 계좌에서 이상 거래가 확인되어, 즉시 계좌 정보 재확인이 필요합니다."
1,"당장 조치를 취하지 않으면 계좌가 동결됩니다. 경찰서에서 수사중이니, 계좌정보 확인을 위한 협조를 요청합니다."
1,"안녕하십니까, 이는 경찰청 사이버 수사과입니다. 현재 귀하의 계좌가 범죄자금 이용 사건에 연루되어 조사 중입니다. 즉시 계좌정보 확인이 필요하니 협조 부탁드립니다. 지체할 경우 계좌 동결이 진행됩니다."
1,귀하의 계좌가 범죄에 연루된 혐의가 있어 수사 중입니다. 지금 당장 계좌 정보를 확인하지 않으면 계좌가 동결될 수 있습니다.
1,"귀하의 계좌가 범죄자금으로 사용되어 수사 중이며, 즉시 조치하지 않으면 계좌가 동결됩니다. 수사협조를 위해 생년월일과 계좌번호를 알려주시기 바랍니다."
1,전국민긴급재난지원금 공무원입니다. 귀하의 지원금이 잘못 송금되어 환수 절차가 필요합니다. 지금 당장 처리하지 않으시면 법적 조치가 진행됩니다.
1,"서울중앙지검 강동수 검사입니다. 귀하의 계좌가 범죄에 연루되어 수사 중인데, 수사를 위해 계좌정보 확인이 필요합니다. 지금 당장 조치하지 않으면 법적으로 계좌가 동결됩니다."
1,경찰청 사이버범죄수사대 소속입니다. 귀하의 계좌가 범죄에 연루된 것으로 확인되어 조치가 필요합니다. 계좌정보를 확인해주시길 바랍니다.
1,저희는 금융감독원에서 비정상 거래 감지팀입니다. 지금 당장 귀하의 계좌가 의심스러운 거래로 인해 잠길 위험이 있습니다. 보안을 위해 계좌정보 재확인이 필요합니다.
1,경찰청 사이버범죄수사대입니다. 귀하의 계좌가 범죄자금으로 사용되어 수사 중입니다. 지금 바로 계좌 정보 확인이 필요합니다.
1,경찰청 사이버범죄과에서 연락드립니다. 귀하의 계좌가 사기 피해로 판명되어 지금 당장 조치가 필요합니다. 계좌와 비밀번호를 알려주시기 바랍니다.
1,"저희는 경찰청 사이버수사과입니다. 현재 귀하의 계좌가 범죄 관련으로 조사 중인데요, 지금 당장 계좌 정보를 확인하지 않으면 계좌가 동결될 수 있습니다."
1,"경찰청 사이버범죄과에서 연락드립니다. 범죄자 계좌로 사용된 사항에 대해 수사 중이니, 계좌 확인을 위해 지금 당장 연락주시기 바랍니다."
1,국민은행 시스템에서 비정상 거래가 감지되었습니다. 보안을 위해 즉시 계좌정보 재확인이 필요합니다.
1,저희는 한국은행입니다. 고객님 계좌에서 이상거래가 발견되어 보안 확인이 필요합니다. 지금 바로 계좌정보를 알려주셔야 합니다.
1,"저는 경찰청 사이버범죄수사대 검사입니다. 귀하의 계좌가 범죄 관련으로 조사 중이며, 즉시 계좌정보 확인이 필요합니다."
1,"국가범죄대책부로부터 전화 드리는데요, 귀하의 계좌가 부정거래에 이용되었다는 정보가 접수되었습니다. 지금 바로 확인 절차를 위해 계좌번호와 보안카드 정보를 알려주실 수 있으신가요?"
1,귀하의 계좌가 범죄자금으로 사용되어 수사 중입니다. 즉시 계좌정보 확인 및 조치가 필요합니다.
1,"저희 경찰청 사이버수사대에서 수사 중인데, 소유하신 계좌가 범죄자금으로 의심되어 확인 작업이 필요합니다. 지체 없이 계좌 정보를 알려주셔야 합니다."
1,"안녕하세요, 경찰청 사이버수사과입니다. 귀하의 계좌가 범죄자금으로 의심되어 수사 중입니다. 지금 바로 계좌 정보를 확인해주셔야 합니다."
1,당장 조치하지 않으면 계좌가 동결됩니다. 수사협조를 위해 계좌정보 확인이 필요합니다.
1,"검찰청에서 연락드리는데요, 지금 귀하의 계좌가 범죄 혐의와 연결된 것으로 확인되었습니다. 즉시 계좌정보를 확인해야 합니다, 지체 없이 협조 부탁드립니다."
1,경찰청 사이버수사대 소속입니다. 귀하의 계좌가 범죄자금으로 사용된 혐의가 있습니다. 지금 당장 본인여부 확인을 위해 계좌번호를 알려주시기 바랍니다.
1,여기는 금융감독원입니다. 귀하의 계좌에서 비정상 거래가 발견되었습니다. 보안을 위해 즉시 계좌 재확인이 필요합니다.
1,"안녕하세요, 이번에는 금융감독원에서 연락드리고 있습니다. 현재 귀하의 계좌에서 비정상적인 거래가 감지되어, 보안을 위해 한번 더 계좌정보를 확인해야 합니다. 지금 당장 처리하지 않으시면, 계좌가 잠기게 됩니다. 이에 대해 주의 깊게 확인 부탁드리겠습니다."
1,"저희는 경찰청 사이버범죄수사대입니다. 귀하의 계좌가 범죄에 연루되어 조사 중이며, 수사협조를 위해 계좌정보를 바로 확인해야 합니다."
1,"안녕하세요, 경찰청 사이버 수사대 손홍준 경위입니다. 귀하의 계좌가 범죄 관련 금액으로 사용된 혐의가 있어, 협조가 필요합니다. 지금 당장 계좌 정보를 확인하지 않으면, 계좌가 동결될 수 있습니다. 꼭 협조 부탁드립니다."
1,본인의 계좌가 범죄자금으로 사용되어 수사 중입니다. 즉시 조치를 위해 계좌 정보를 확인해주십시오.
1,경찰청 사이버조사과입니다. 귀하의 계좌가 범죄 혐의로 조사 중입니다. 즉시 계좌 정보와 주민번호를 확인해주시기 바랍니다.
1,경찰서 재산범죄과 소속 김철수입니다. 귀하의 계좌가 범죄에 연루된 것으로 확인되어 즉시 확인이 필요합니다.
1,"저희 경찰청에서 귀하의 계좌가 범죄자금으로 사용 중이라는 정보를 받았습니다. 지금 당장 계좌정보를 확인하지 않으면, 법적으로 계좌가 동결될 수 있습니다."
1,저는 경찰청 사이버 수사대입니다. 귀하의 계좌가 범죄에 연루된 것으로 의심되어 확인절차를 진행하려 합니다. 지체하지 않고 귀하의 계좌정보를 알려주시기 바랍니다.
1,"안녕하세요, 경찰청 사이버수사대입니다. 현재 귀하의 계좌가 범죄에 이용된 것으로 판단되어 수사 중입니다. 긴급히 협조해주시지 않으면, 계좌가 동결될 수 있습니다. 계좌정보와 주민번호를 확인해주시기 바랍니다."
1,"저희는 00경찰서입니다. 귀하의 계좌가 범죄 혐의로 조사 중이며, 즉시 계좌정보 확인이 필요합니다."
1,"저는 경찰청 사이버수사팀에서귀하의 계좌가 범죄자금으로 사용되어 조사 중입니다. 지금 바로 계좌 정보를 확인해 주세요, 아니면 계좌가 동결됩니다."
1,현재 귀하의 계좌가 범죄자금으로 사용 중입니다. 즉시 확인하셔야 계좌 동결을 막을 수 있습니다.
1,"저는 경찰청 사이버 수사대 소속입니다. 귀하의 계좌가 범죄자금으로 사용되어 수사 중이며, 지금 당장 계좌정보 확인해주셔야 합니다."
1,경찰서에서 연락드립니다. 현재 귀하의 계좌가 범죄자금으로 사용된 혐의가 있어 수사 중입니다. 지금 바로 계좌 정보를 확인해 주셔야 합니다.
1,경찰청 사이버범죄과입니다. 당신의 계좌가 보이스피싱에 이용되어 수사 중입니다. 즉시 계좌 정보를 제공해주시기 바랍니다.
1,"저는 경찰청 사이버수사대의 김철수입니다. 귀하의 계좌가 의심스러운 거래로 조사 중이며, 당장 조치를 취하지 않을 경우 계좌가 동결될 수 있습니다. 계좌 정보와 주민등록번호를 확인해주시겠습니까?"
1,"금융감독원에서 연락드립니다. 귀하의 계좌에서 비정상적인 거래가 확인되어, 보안을 위해 계좌정보 재확인이 필요합니다. 지금 당장 처리하지 않으면 계좌가 잠길 수 있습니다."
1,저는 금융감독원에서 연락드렸습니다. 귀하의 계좌에서 이상거래가 감지되어 긴급조치가 필요합니다. 계좌정보 재확인을 위해 지금 바로 연락주시기 바랍니다.
1,"저는 금융감독원에서 연락드리는데요, 귀하의 계좌에서 비정상 거래가 감지되어 즉시 확인이 필요합니다. 보안을 위해 계좌번호와 보안카드 번호를 알려주시기 바랍니다."
1,저는 경찰청 사이버범죄수사대 소속입니다. 당신의 계좌가 범죄자금으로 사용되어 긴급히 확인이 필요합니다.
1,"경찰청 사이버수사과입니다. 귀하의 계좌가 부정 거래로 사용되어 수사가 진행 중이며, 즉시 계좌 정보 확인이 필요합니다."
1,귀하의 계좌에서 비정상적인 거래가 감지되었습니다. 보안을 위해 계좌정보 재확인이 바로 필요합니다.
1,지금 당장 조치하지 않으면 계좌가 동결됩니다. 수사협조를 위해 당신의 계좌정보 확인이 필요합니다.
1,경찰청 사이버수사과입니다. 지금 당장 귀하의 계좌가 범죄용도로 사용되고 있습니다. 빠른 조사를 위해 계좌번호와 보안카드 정보를 알려주시기 바랍니다.
1,"저는 경찰청에서 수사 중인 사건 담당자입니다. 귀하의 계좌가 범죄자금으로 사용된 흔적이 발견되어, 확인을 위해 계좌 정보가 필요합니다."
1,"경찰청 사이버수사대 강임입니다. 귀하의 계좌가 불법 자금으로 사용중이어서, 지금 바로 계좌정보 확인이 필요합니다."
