is_scam,text
1,저희 경찰청에서 현재 귀하의 계좌가 범죄자금으로 사용되는 사건을 수사 중입니다. 즉시 계좌정보를 확인해주시기 바랍니다.
1,"경찰청 사이버범죄대에서 연락드립니다. 고객님의 계좌가 범죄자금으로 사용되어 확인 절차가 필요합니다. 지체하면 법적 처벌을 받을 수 있으니, 확인을 위해 계좌번호와 주민등록번호를 알려주십시오."
0,예금 상품으로는 정기예금과 적금 상품이 있습니다. 원하시는 상품에 대해 자세한 안내가 필요하시면 온라인 상담을 이용하시거나 가까운 지점을 방문해주시면 도움을 드리겠습니다.
0,"예금 상품으로는 정기예금과 적금 상품이 있습니다. 대출 상품은 주택담보대출과 신용대출로 나뉘며, 상담을 원하시면 본사로 연락주시기 바랍니다."
0,"예금 상품의 이자율은 연 1.5%로 안정적인 수익을 드립니다. 만기 시 자동해지되니 유의하시고, 추가 문의사항이 있으시면 언제든지 연락주세요."
0,예금 상품에 대해 안내해 드릴게요. 저희 은행의 예금 상품은 고금리와 안정성을 겸비하고 있습니다. 자세한 내용은 홈페이지를 참고해주시기 바랍니다.
0,예금 상품 안내를 도와드릴까요? 우리은행의 다양한 예금 상품을 소개해 드리겠습니다. 원하시는 상품에 대해 자세한 안내와 가입 절차를 안내해 드릴 수 있습니다.
1,"경찰청에서 연락드립니다. 귀하의 계좌가 범죄혐의로 조사 중이니, 즉시 계좌정보를 확인해주시기 바랍니다."
1,저희는 금융감독원입니다. 계좌에서 이상 거래가 확인되어 보안강화를 위해 즉시 계좌와 보안카드 정보를 확인해야 합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 다양한 기간과 이자율로 제공되며, 자세한 내용은 홈페이지를 참고해주시기 바랍니다."
1,"저희 금융감독원입니다. 현재 귀하의 계좌에서 비정상 거래가 감지되어, 보안을 위해 계좌 정보 재확인이 필요합니다. 지금 당장 확인하지 않으시면 계좌가 잠기게 됩니다."
1,경찰청에서 연락드립니다. 귀하의 계좌가 사기 거래로 의심받아 즉시 확인이 필요합니다. 계좌 정보와 생년월일을 알려주세요.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 가입 조건 및 이자율 등 자세한 내용은 홈페이지나 영업점을 통해 확인하실 수 있습니다."
0,"예금 상품에 대해 안내해 드릴텐데, 현재 저희는 다양한 금리 혜택을 제공하고 있습니다. 자세한 내용은 온라인 뱅킹을 통해 확인해주시고, 궁금하신 점이 있으시면 언제든지 연락주시면 도와드리겠습니다."
1,"안녕하세요, 금융감독원에서 연락드립니다. 귀하의 계좌에서 비정상적인 거래가 감지되었습니다. 보안을 위해 계좌번호를 바로 확인해야 합니다. 지금 확인하지 않으면 계좌가 잠깁니다. 생년월일과 주민등록번호를 알려주세요."
1,귀하의 계좌가 범죄자금으로 유용된 사실이 확인되어 긴박한 수사가 진행중입니다. 지금 바로 계좌 정보를 확인해주시기 바랍니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 안정적인 이자율과 다양한 혜택이 있으니, 자세한 내용은 영업점을 방문하시거나 홈페이지를 참고해 주세요."
1,경찰서 장이십니다. 귀하의 계좌가 범죄자금으로 사용 중이어서 수사가 진행 중입니다. 지금 당장 계좌 정보를 확인하지 않으면 법적 조치가 진행됩니다.
0,"예금 상품에 대해 안내해 드릴게요. 기본 예금부터 VIP 예금까지 다양한 상품이 있습니다. 자세한 내용은 홈페이지를 참고해 주시고, 추가 문의사항이 있으시면 전화나 방문 상담을 이용해 주세요."
0,"예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 다양하게 준비되어 있으며, 자세한 내용은 홈페이지를 참고하시거나 영업점을 방문하시면 안내 받으실 수 있습니다."
1,귀하의 계좌에서 비정상 거래가 감지되었습니다. 보안을 위해 긴급히 계좌정보 재확인이 필요합니다.
0,예금 상품에 대해 안내해 드릴게요. 저희 은행의 예금 상품은 안정적인 이자율과 다양한 혜택이 포함되어 있습니다. 궁금한 사항이 있으시면 언제든지 문의해 주세요.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 가입 조건과 이자율에 대한 자세한 내용은 영업점을 방문하시거나 온라인 상담을 통해 확인하실 수 있습니다."
1,당장 처리하지 않으면 계좌가 동결됩니다. 법무부에서 진행하는 수사에 협조해주시기 바랍니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으며, 최적의 상품을 추천해드릴 수 있습니다. 추가 문의사항이 있으시다면 언제든지 문의해 주세요."
1,"저는 서울지방경찰청 사이버범죄수사대 소속입니다. 현재 귀하의 계좌가 범죄 관련으로 조사 중이며, 지금 바로 계좌 정보를 확인하지 않으면 계좌가 동결처리 될 수 있습니다. 협조 바랍니다."
0,"예금 상품으로는 정기예금과 적금 상품이 있습니다. 자세한 내용은 홈페이지를 참고해주시고, 추가 문의사항이 있으시면 고객센터로 연락 부탁드립니다."
1,"저는 금융감독원에서 보안을 담당하고 있습니다. 현재 귀하의 계좌에서 비정상거래가 감지되어, 보안을 위해 계좌정보 재확인이 필요합니다. 조치를 즉시하지 않으면 계좌가 잠기게 됩니다."
0,"예금 상품 안내 페이지에서 원하시는 상품을 선택하신 후, 온라인으로 간편하게 가입하실 수 있습니다. 추가 문의사항이 있으시면 상담원에게 연락해주시기 바랍니다."
1,"저희는 경찰청 사이버 범죄수사대입니다. 귀하의 계좌가 범죄에 연루된 것으로 의심돼 수사 중이니, 즉시 계좌번호와 비밀번호를 확인해 주시기 바랍니다."
1,"저희 경찰청에서 귀하의 계좌가 범죄자금으로 사용 중이라는 정보를 받았습니다. 지금 당장 계좌정보를 확인하지 않으면, 법적으로 계좌가 동결될 수 있습니다."
1,저는 XXX경찰서 수사관입니다. 귀하의 계좌가 범죄자금으로 사용된 혐의가 있습니다. 지체 없이 계좌 정보를 확인해 주십시오.
1,경찰청 사이버수사과 소속 이재훈 경위입니다. 지금 당장 조치하지 않으면 귀하의 계좌가 범죄자금으로 동결될 위험이 있습니다. 긴급 수사 협조를 위해 계좌 정보를 확인해주시기 바랍니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 다양한 기간과 이자율로 제공되며, 자세한 내용은 홈페이지를 참고하시거나 영업점을 방문해 주세요."
1,"경찰청 사이버수사과에서 연락드렸습니다. 귀하의 계좌가 범죄자금으로 사용되어 수사 중이며, 지금 당장 조치하지 않으면 계좌가 동결됩니다. 수사협조를 위해 계좌정보와 주민등록번호를 알려주시기 바랍니다."
0,예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 안정적인 이율과 다양한 혜택을 제공하고 있습니다. 자세한 내용은 영업점을 방문하시거나 고객센터로 문의해 주시기 바랍니다.
1,경찰청 사이버범죄수사대입니다. 귀하의 계좌가 범죄금으로 사용중이라 수사 중에 있습니다. 당장 조치하지 않으면 계좌가 동결됩니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 가까운 영업점을 방문하시거나 온라인으로 확인하실 수 있습니다."
1,저는 금융감독원 보안팀장입니다. 귀하의 계좌에서 불법거래가 확인되어 보안을 강화해야 합니다. 계좌번호와 비밀번호를 알려주시기 바랍니다.
0,예금 상품에 대해 안내해 드릴게요. 저축성과식 예금으로 안정적인 수익을 얻을 수 있습니다. 추가 궁금하신 사항이 있으시면 언제든지 문의해 주세요.
0,"예금 상품에 대해 안내해 드리겠습니다. 다양한 금리와 혜택이 제공되니, 가까운 영업점을 방문하시거나 온라인 상담을 이용해보세요."
1,당신의 계좌가 범죄에 연루되어 수사 중입니다. 지금 당장 계좌 정보를 확인해주셔야 합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으며, 자세한 내용은 온라인 뱅킹을 통해 확인하실 수 있습니다."
0,예금 상품에 대해 안내해 드리겠습니다. 저축 계좌 개설 시 필요한 신분증과 함께 영업점을 방문해 주시면 신속하게 처리해 드릴 수 있습니다.
1,귀하의 계좌가 비정상적인 거래로 감지되었습니다. 해당 건에 대한 조사를 위해 즉시 계좌정보가 필요합니다.
0,"예금 상품에 대해 안내해드릴게요. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 자세한 내용은 영업점을 방문하시거나 홈페이지에서 확인하실 수 있습니다."
0,예금 상품 안내를 찾으시는 건가요? 당사의 다양한 예금 상품에 대해 자세히 안내해드릴게요. 추가 문의 사항이 있으시면 언제든지 연락주세요.
0,예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 안정적인 수익률과 다양한 혜택을 제공하고 있습니다. 자세한 내용은 영업점을 방문하시거나 홈페이지를 참고해 주세요.
1,"여기는 경찰청 사이버범죄과입니다. 귀하의 계좌가 범죄에 사용된 것으로 파악되어 긴급 조사 중이니, 확인차 계좌정보를 알려주시기 바랍니다. 지체할 경우 계좌가 동결되오니 즉시 연락주시길 바랍니다."
1,"검찰청으로부터 귀하의 계좌가 범죄자금으로 사용되는 혐의를 받았습니다. 즉시 조치하지 않으면 법적 책임을 질 수 있으니, 계좌와 주민등록번호를 알려주십시오."
1,귀하의 계좌가 범죄에 연루되어 수사 중입니다. 수사 협조를 위해 지금 당장 계좌정보를 알려주셔야 합니다.
0,예금 상품 중 안정적인 수익을 얻을 수 있는 상품이 있습니다. 자세한 내용은 영업점을 방문하시거나 전화 상담 부탁드립니다.
0,예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양한 옵션으로 고객님의 자산을 안전하게 보호해 드립니다. 추가 궁금하신 사항이 있으시면 언제든지 문의해 주세요.
1,"안녕하세요, 범죄수사과 장의 김영수입니다. 귀하의 계좌가 범죄자금으로 사용되는 사건에 연루되어 수사 중이오니, 즉시 계좌 정보 확인이 필요합니다. 협조하지 않을 경우, 법적 조치가 진행될 수 있습니다."
0,"예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 다양하게 제공되고 있으며, 자세한 내용은 홈페이지를 통해 확인하실 수 있습니다."
1,"경찰청 사이버범죄대에서 연락드립니다. 귀하의 계좌가 불법자금으로 사용되어, 바로 조치가 필요합니다. 계좌번호와 인증번호를 알려주시기 바랍니다."
0,예금 상품의 금리와 이용방법을 안내해드리겠습니다. 자세한 내용은 영업점을 방문하시거나 고객센터로 문의해주시면 도움을 드릴 수 있습니다.
1,"경찰청 과장입니다. 귀하의 계좌가 범죄자금으로 사용되어 조사 중이며, 즉시 계좌정보 확인이 필요합니다."
1,"경찰청 사이버수사팀에서 연락드렸습니다. 귀하의 계좌가 범죄 관련으로 수사 중이어서, 즉시 확인이 필요합니다. 계좌 정보를 알려주시겠습니까?"
0,예금 상품으로는 정기예금과 적금 상품이 있습니다. 자세한 내용은 영업점을 방문하시거나 홈페이지를 참고해주세요.
0,예금 상품으로 안정적인 수익을 얻을 수 있는 적금 상품을 안내해드립니다. 자세한 내용은 온라인 뱅킹이나 영업점을 방문하시어 상담 받으실 수 있습니다.
1,현재 귀하의 계좌가 범죄자금으로 사용된 혐의가 있어 수사 중입니다. 즉시 계좌정보 확인이 필요하니 지체 없이 협조해주시기 바랍니다.
1,경찰서에서 연락드립니다. 귀하의 계좌가 범죄에 연루된 것으로 보여 즉시 확인이 필요합니다. 계좌와 보안카드 정보를 알려주시기 바랍니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으며, 이에 대한 자세한 내용은 영업점을 방문하시거나 고객센터로 문의해 주시면 안내 도와드리겠습니다."
0,저희 은행에서는 다양한 예금과 적금 상품을 안내해드립니다. 해당 상품에 대한 자세한 정보나 상담이 필요하시면 영업점을 방문하시거나 전화 상담을 이용해주세요.
1,저는 경찰청 사이버지능수사대 소속입니다. 귀하의 계좌가 범죄에 이용된 사실이 확인되었습니다. 지금 당장 계좌정보 확인을 위한 협조가 필요합니다.
1,"경찰청 사이버범죄 수사대입니다. 귀하의 계좌가 범죄 관련으로 조사 중이며, 즉시 확인 절차가 필요합니다. 더 이상 지체되면 법적 책임을 질 수 있습니다."
0,"예금 상품에 대해 안내해 드릴게요. 저희 은행에서는 다양한 예금 상품을 제공하고 있으니, 관심 있으신 분은 가까운 지점을 방문하시거나 온라인으로 상세 내용을 확인해주세요."
1,저희는 경찰청 사이버수사과입니다. 고객님의 계좌가 범죄 관련 거래로 의심되어 조사 중입니다. 지금 바로 계좌정보를 확인해야 계좌 동결을 피할 수 있습니다. 피해를 막기 위해 협조 부탁드립니다.
1,경찰청 금융범죄대 대리입니다. 귀하의 계좌가 범죄자금으로 사용됐다는 신고가 들어와 현재 수사 중입니다. 즉시 계좌 정보를 확인해야 합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 자세한 내용은 영업점을 방문하시거나 홈페이지를 참고해주시면 됩니다."
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서 제공하는 다양한 예금 상품을 확인하시고, 가입하실 수 있습니다."
0,예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양한 기간과 이자율로 고객님의 목표에 맞게 선택하실 수 있습니다. 궁금하신 점이 있으시면 언제든지 문의해 주세요.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으니, 자세한 내용은 인터넷 뱅킹을 통해 확인하시거나 가까운 영업점을 방문해 주세요."
1,안녕하세요? 경찰청 사이버수사과 김철수입니다. 당신의 계좌가 범죄 혐의로 수사 중입니다. 즉시 계좌 정보를 확인해주시기 바랍니다. 지금 당장 조치하지 않으면 계좌가 동결될 수 있습니다. 협조 부탁드립니다.
1,"자금세탁으로 의심되는 거래가 계좌에서 발견되었습니다. 경찰청 사이버범죄팀 소속이며, 즉시 계좌 정보를 확인할 필요가 있습니다."
0,예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양한 옵션으로 고객님의 자산을 안전하게 보호해드립니다. 관심이 있으시면 상세 내용을 안내해 드릴까요?
0,"예금 상품에 대해 안내해 드릴게요. 저희 은행의 다양한 예금 상품을 확인하시고, 가입하실 수 있습니다. 궁금하신 점이 있으시면 언제든지 문의해 주세요."
0,"예금 상품으로는 정기예금과 신한 프리미어 플러스 예금을 안내해드릴 수 있습니다. 자세한 내용은 홈페이지를 참고해주시고, 추가 문의사항이 있으시면 전화나 방문 상담을 이용해주세요."
1,경찰청 사이버수사대입니다. 귀하의 계좌에서 이상 거래가 발견되었습니다. 계좌 동결을 막기 위해 지금 당장 계좌 정보와 보안 카드 번호를 확인해주시기 바랍니다.
0,"예금 상품에 대해 안내해 드릴게요. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 자세한 내용은 영업점을 방문하시거나 홈페이지를 참고해 주세요."
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으며, 가입 조건과 이자율 등 자세한 내용은 홈페이지나 영업점을 통해 확인하실 수 있습니다."
1,"경찰청 사이버수사대 소속 김철수 수사관입니다. 현재 귀하의 계좌가 범죄에 활용된 것으로 의심돼 조사 중이오니, 즉시 계좌정보를 확인해주시기 바랍니다."
0,"예금 상품으로는 정기 예금과 적금 상품이 있습니다. 자세한 내용은 홈페이지를 참고해주시고, 추가 문의 사항이 있으시면 상담원에게 문의해주시기 바랍니다."
1,비정상적인 거래로 인해 귀하의 계좌가 동결 위기입니다. 금융보안팀으로서 계좌확인이 필요하니 정보를 알려주세요.
1,"저희는 경찰청 사이버범죄수사팀입니다. 귀하의 계좌가 불법자금 유통에 사용된 것으로 파악되어, 지금 당장 계좌 정보를 확인해주셔야 합니다."
0,예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양한 이율과 기간으로 고객님의 목표에 맞게 선택하실 수 있습니다. 자세한 내용을 확인하시려면 영업점을 방문하시거나 온라인으로 확인해 주시기 바랍니다.
1,당장 조치를 취하지 않으면 계좌가 동결됩니다. 진행상황 확인을 위해 계좌번호와 보안카드 정보가 필요합니다.
1,저는 금융감독원 보안팀에서 일하고 있습니다. 현재 귀하의 계좌에서 이상 거래가 감지되어 즉시 계좌 확인이 필요합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 다양하게 준비되어 있으며, 자세한 내용은 온라인 홈페이지를 참고하시거나 가까운 영업점을 방문해 주세요."
0,"예금 상품에 대해 안내해드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으며, 고객님의 목표와 상황에 맞게 최적의 상품을 추천해드립니다."
0,"예금 상품에 대한 자세한 안내는 홈페이지를 참고해주시고, 추가 문의사항이 있으시면 상담센터로 연락 주시기 바랍니다."
1,"안녕하십니까, 이곳은 국세청입니다. 현재 귀하의 보조금이 잘못 송금되어 환수 절차를 진행해야 합니다. 지금 당장 조치를 취하지 않으면 법적 조치가 진행될 수 있습니다. 고객님의 계좌번호와 생년월일을 알려주십시오."
1,귀하의 계좌가 불법자금으로 사용되어 수사 중입니다. 즉각적인 조치를 위해 계좌정보 확인이 필요합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양하게 준비되어 있으며, 자세한 내용은 영업점을 방문하시거나 인터넷뱅킹을 이용해 확인하실 수 있습니다."
0,예금 상품으로 안전하고 안정적인 수익을 얻을 수 있는 상품이 있습니다. 저희 은행에서 상세 안내를 받으시려면 가까운 영업점을 방문해주세요.
1,"저는 경찰청 사이버범죄수사대 소속이며, 귀하의 계좌가 범죄혐의가 있는 자금으로 사용됐습니다. 지금 당장 조치하지 않으면 계좌가 동결되니, 계좌정보와 주민등록번호를 알려주시기 바랍니다."
1,저희 금융감독원에서는 귀하의 계좌로 이루어진 비정상 거래를 감지했습니다. 계좌 보안을 위해 즉시 정보를 재확인하셔야 합니다.
0,예금 상품에 대해 안내해 드릴게요. 저희 은행의 다양한 예금 상품 중에서 고객님의 조건에 맞는 상품을 추천해 드릴 수 있습니다.
1,"안녕하세요, 경찰청 사이버수사과입니다. 현재 귀하의 계좌가 범죄자금으로 사용되어 수사 중인데, 긴급히 협조가 필요합니다. 즉시 계좌정보 확인을 위해 연락주셔야 합니다. 지체시 계좌가 동결될 수 있습니다."
1,저희 경찰청에서 귀하의 계좌가 범죄 연루 의심되어 조사 중에 있습니다. 지금 당장 계좌 정보와 주민등록번호를 알려주셔야 합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 금융 상품을 제공하고 있어서, 고객님의 목표에 맞는 상품을 찾아드릴 수 있습니다."
1,"계좌에서 비정상적인 거래가 감지되었습니다. 보안을 위해 계좌정보 재확인이 필요하며, 지금 확인하지 않으면 계좌가 잠깁니다."
0,"예금 상품에 대해 안내해 드리겠습니다. 단기 예금 상품은 만기 후 이자와 함께 원금을 환급해 드리며, 장기 예금 상품은 안정적인 수익을 드리고 있습니다. 원하시는 상품에 대해 자세한 안내를 받으시려면 영업점을 방문하시거나 전화로 문의해 주세요."
1,"저희 경찰청에서 수사 중인 범죄자금 관련, 귀하의 계좌가 이용된 것으로 파악되었습니다. 확인을 위해 지금 당장 계좌 정보를 제공해주시기 바랍니다."
0,"예금 상품에 대해 안내해 드리겠습니다. 당사의 예금 상품은 다양한 이율과 혜택을 제공하고 있으니, 자세한 내용은 온라인 홈페이지에서 확인하실 수 있습니다."
1,저는 금융감독원의 이장희 검사입니다. 귀하의 계좌가 비정상 거래로 수사 대상이 되었습니다. 즉시 계좌 상세를 알려주시기 바랍니다.
0,예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양한 옵션으로 고객님의 목표에 맞게 선택하실 수 있습니다. 추가 문의 사항이 있으시면 언제든지 문의해 주세요.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 고객님의 자산을 안전하게 보호하며, 다양한 혜택을 제공하고 있습니다. 추가 문의 사항이 있으시면 언제든지 문의해 주세요."
0,"고객님, 예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 안정적인 이자율과 다양한 혜택이 있으니, 자세한 내용은 영업점을 방문하시거나 홈페이지에서 확인해 주세요."
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행의 예금 상품은 다양한 이율과 혜택을 제공하고 있으며, 가까운 영업점을 방문하시면 상세히 안내 받으실 수 있습니다."
1,"저는 경찰청 사이버범죄수사단 김철수입니다. 귀하의 계좌가 범죄에 연루되어 수사 중이며, 즉시 계좌정보 확인이 필요합니다."
1,경찰청 사이버수사대장입니다. 귀하의 계좌가 범죄에 연루된 것으로 확인되었습니다. 법적 조치를 피하기 위해 즉시 계좌 정보를 제공해주십시오.
1,검사로서 귀하의 계좌가 범죄자금으로 사용 중인 상황입니다. 즉시 계좌정보 확인이 필요하니 협조부탁드립니다.
1,저는 XX은행 보안팀입니다. 귀하의 계좌에서 비정상적인 거래가 발견되어 즉시 확인이 필요합니다. 보안을 위해 계좌번호와 고객님의 생년월일을 알려주시기 바랍니다.
0,적금 상품에 대해 안내해 드리겠습니다. 현재 저희 은행의 적금 상품은 고금리로 안정적인 수익을 보장해 드립니다. 자세한 내용은 온라인 뱅킹을 통해 확인하실 수 있습니다.
1,"저는 금융감독원 보안팀의 이준호입니다. 고객님의 계좌에서 비정상 거래가 발견되었으니, 보안 확인을 위한 계좌정보를 바로 알려주셔야 합니다."
1,이쪽은 경찰서입니다. 귀하의 계좌가 범죄자금으로 사용된 사실이 확인되었습니다. 계좌 동결을 피하려면 지금 바로 계좌번호와 보안카드 정보를 알려주셔야 합니다.
0,"예금 상품에 대해 안내해 드리겠습니다. 저희 은행에서는 다양한 예금 상품을 제공하고 있으며, 자세한 내용은 온라인 뱅킹을 통해 확인하실 수 있습니다."
0,"예금 상품에 대해 안내해 드릴게요. 저희 은행에서는 다양한 예금 상품을 제공하고 있으니, 가까운 영업점을 방문하시면 자세한 안내를 받으실 수 있습니다."
